2011/6/20,20:24:42,77.00
2011/6/20,20:29:43,77.00
2011/6/20,20:34:44,77.00
2011/6/20,20:39:45,77.00
2011/6/20,20:44:46,77.00
2011/6/20,20:49:48,77.00
2011/6/20,20:54:49,77.00
2011/6/20,20:59:50,77.00
2011/6/20,21:4:51,77.00
2011/6/20,21:9:52,77.00
2011/6/20,21:14:53,77.00
2011/6/20,21:19:54,77.00
2011/6/20,21:24:55,77.00
2011/6/20,21:29:56,77.00
2011/6/20,21:34:58,77.00
2011/6/20,21:39:59,77.00
2011/6/20,21:45:0,77.00
2011/6/20,21:50:1,77.00
2011/6/20,21:55:2,77.00
2011/6/20,22:0:3,77.00
2011/6/20,22:5:4,77.00
2011/6/20,22:10:5,77.00
2011/6/20,22:15:6,77.00
2011/6/20,22:20:7,77.00
2011/6/20,22:25:9,77.00
2011/6/20,22:30:10,76.10
2011/6/20,22:35:11,76.10
2011/6/20,22:40:12,76.10
2011/6/20,22:45:13,76.10
2011/6/20,22:50:14,76.10
2011/6/20,22:55:15,76.10
2011/6/20,23:0:16,76.10
2011/6/20,23:5:17,76.10
2011/6/20,23:10:19,76.10
2011/6/20,23:15:20,76.10
2011/6/20,23:20:21,76.10
2011/6/20,23:25:22,76.10
2011/6/20,23:30:23,76.10
2011/6/20,23:35:24,76.10
2011/6/20,23:40:25,76.10
2011/6/20,23:45:26,76.10
2011/6/20,23:50:27,76.10
2011/6/20,23:55:28,76.10
2011/6/21,0:0:30,75.20
2011/6/21,0:5:31,76.10
2011/6/21,0:10:32,76.10
2011/6/21,0:15:33,75.20
2011/6/21,0:20:34,75.20
2011/6/21,0:25:35,75.20
2011/6/21,0:30:36,75.20
2011/6/21,0:35:37,75.20
2011/6/21,0:40:38,75.20
2011/6/21,0:45:39,75.20
2011/6/21,0:50:41,75.20
2011/6/21,0:55:42,75.20
2011/6/21,1:0:43,75.20
2011/6/21,1:5:44,75.20
2011/6/21,1:10:45,75.20
2011/6/21,1:15:46,75.20
2011/6/21,1:20:47,75.20
2011/6/21,1:25:48,75.20
2011/6/21,1:30:49,75.20
2011/6/21,1:35:51,75.20
2011/6/21,1:40:52,75.20
2011/6/21,1:45:53,75.20
2011/6/21,1:50:54,75.20
2011/6/21,1:55:55,75.20
2011/6/21,2:0:56,75.20
2011/6/21,2:5:57,75.20
2011/6/21,2:10:58,75.20
2011/6/21,2:15:59,75.20
2011/6/21,2:21:0,74.30
2011/6/21,2:26:2,74.30
2011/6/21,2:31:3,74.30
2011/6/21,2:36:4,74.30
2011/6/21,2:41:5,74.30
2011/6/21,2:46:6,74.30
2011/6/21,2:51:7,74.30
2011/6/21,2:56:8,74.30
2011/6/21,3:1:9,74.30
2011/6/21,3:6:10,74.30
2011/6/21,3:11:11,74.30
2011/6/21,3:16:13,74.30
2011/6/21,3:21:14,74.30
2011/6/21,3:26:15,74.30
2011/6/21,3:31:16,74.30
2011/6/21,3:36:17,74.30
2011/6/21,3:41:18,74.30
2011/6/21,3:46:19,74.30
2011/6/21,3:51:20,74.30
2011/6/21,3:56:21,74.30
2011/6/21,4:1:22,74.30
2011/6/21,4:6:24,74.30
2011/6/21,4:11:25,74.30
2011/6/21,4:16:26,74.30
2011/6/21,4:21:27,74.30
2011/6/21,4:26:28,74.30
2011/6/21,4:31:29,74.30
2011/6/21,4:36:30,74.30
2011/6/21,4:41:31,74.30
2011/6/21,4:46:32,74.30
2011/6/21,4:51:33,74.30
2011/6/21,4:56:35,74.30
2011/6/21,5:1:36,74.30
2011/6/21,5:6:37,74.30
2011/6/21,5:11:38,74.30
2011/6/21,5:16:39,74.30
2011/6/21,5:21:40,73.40
2011/6/21,5:26:41,73.40
2011/6/21,5:31:42,73.40
2011/6/21,5:36:43,73.40
2011/6/21,5:41:44,73.40
2011/6/21,5:46:46,73.40
2011/6/21,5:51:47,73.40
2011/6/21,5:56:48,73.40
2011/6/21,6:1:49,73.40
2011/6/21,6:6:50,73.40
2011/6/21,6:11:51,73.40
2011/6/21,6:16:52,73.40
2011/6/21,6:21:53,73.40
2011/6/21,6:26:54,73.40
2011/6/21,6:31:55,73.40
2011/6/21,6:36:57,73.40
2011/6/21,6:41:58,73.40
2011/6/21,6:46:59,73.40
2011/6/21,6:52:0,73.40
2011/6/21,6:57:1,73.40
2011/6/21,7:2:2,73.40
2011/6/21,7:7:3,73.40
2011/6/21,7:12:4,73.40
2011/6/21,7:17:5,73.40
2011/6/21,7:22:6,73.40
2011/6/21,7:27:8,73.40
2011/6/21,7:32:9,73.40
2011/6/21,7:37:10,73.40
2011/6/21,7:42:11,73.40
2011/6/21,7:47:12,73.40
2011/6/21,7:52:13,74.30
2011/6/21,7:57:14,74.30
2011/6/21,8:2:15,74.30
2011/6/21,8:7:16,74.30
2011/6/21,8:12:17,74.30
2011/6/21,8:17:19,74.30
2011/6/21,8:22:20,75.20
2011/6/21,8:27:21,75.20
2011/6/21,8:32:22,75.20
2011/6/21,8:37:23,75.20
2011/6/21,8:42:24,75.20
2011/6/21,8:47:25,75.20
2011/6/21,8:52:26,75.20
2011/6/21,8:57:27,76.10
2011/6/21,9:2:28,76.10
2011/6/21,9:7:30,76.10
2011/6/21,9:12:31,76.10
2011/6/21,9:17:32,76.10
2011/6/21,9:22:33,76.10
2011/6/21,9:27:34,76.10
2011/6/21,9:32:35,76.10
2011/6/21,9:37:36,76.10
2011/6/21,9:42:37,76.10
2011/6/21,9:47:38,76.10
2011/6/21,9:52:39,77.00
2011/6/21,9:57:41,77.00
2011/6/21,10:2:42,77.00
2011/6/21,10:7:43,77.00
2011/6/21,10:12:44,77.00
2011/6/21,10:17:45,77.00
2011/6/21,10:22:46,77.00
2011/6/21,10:27:47,77.00
2011/6/21,10:32:48,77.00
2011/6/21,10:37:49,77.00
2011/6/21,10:42:51,77.00
2011/6/21,10:47:52,77.00
2011/6/21,10:52:53,77.90
2011/6/21,10:57:54,77.90
2011/6/21,11:2:55,77.90
